graph_id,graph_type,graph_seed,num_nodes,num_edges,edge_density,avg_degree,degree_std,max_degree,clustering,qaoa_depth_p,optimizer,topology,noise_setting,depol_1q,depol_2q,readout,shots,exact_expected_ratio,empirical_expected_ratio,expected_cut,optimal_solution_probability,best_ratio,best_cut,quality_drop_from_exact,best_bitstring
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.8525656810421794,0.83203125,4.9921875,0.36865234375,1.0,6.0,0.020534431042179446,111001
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.8525656810421794,0.7836100260416666,4.70166015625,0.2763671875,1.0,6.0,0.06895565500051282,011100
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.8011914279288402,0.8011914279288402,4.807148567573042,0.3931230031359958,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.8011914279288402,0.7659505208333334,4.595703125,0.30029296875,1.0,6.0,0.03524090709550687,110100
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,linear,readout,0.0,0.0,0.02,2048,0.8011914279288402,0.7875162760416666,4.72509765625,0.34716796875,1.0,6.0,0.013675151887173609,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,linear,combined,0.001,0.01,0.02,2048,0.8011914279288402,0.7598470052083334,4.55908203125,0.2783203125,1.0,6.0,0.04134442272050687,110100
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.8125032505842112,0.8125032505842112,4.875019503505268,0.33126944380638634,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.8125032505842112,0.7740071614583334,4.64404296875,0.2607421875,1.0,6.0,0.038496089125877875,111001
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.8125032505842112,0.7952473958333334,4.771484375,0.29296875,1.0,6.0,0.017255854750877875,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.8125032505842112,0.7650553385416666,4.59033203125,0.2392578125,1.0,6.0,0.047447912042544615,111001
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.8517909182029384,0.8517909182029384,5.11074550921763,0.41265773032605263,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.8517909182029384,0.7981770833333334,4.7890625,0.298828125,1.0,6.0,0.053613834869605026,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,linear,readout,0.0,0.0,0.02,2048,0.8517909182029384,0.8329264322916666,4.99755859375,0.35986328125,1.0,6.0,0.018864485911271767,110100
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,linear,combined,0.001,0.01,0.02,2048,0.8517909182029384,0.787109375,4.72265625,0.26953125,1.0,6.0,0.0646815432029384,100011
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.5,0.5,2.5,0.03124999999999998,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.5,0.4984375,2.4921875,0.03466796875,1.0,5.0,0.0015625000000000222,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.5,0.49619140625,2.48095703125,0.03369140625,1.0,5.0,0.003808593749999978,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.5,0.49619140625,2.48095703125,0.03369140625,1.0,5.0,0.003808593749999978,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.5294044544832837,0.5294044544832837,2.6470222724164185,0.04314851818019125,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.5294044544832837,0.52373046875,2.61865234375,0.04345703125,1.0,5.0,0.005673985733283704,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,linear,readout,0.0,0.0,0.02,2048,0.5294044544832837,0.52646484375,2.63232421875,0.04248046875,1.0,5.0,0.0029396107332836374,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,linear,combined,0.001,0.01,0.02,2048,0.5294044544832837,0.52353515625,2.61767578125,0.04248046875,1.0,5.0,0.005869298233283637,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.7609592893668322,0.7609592893668322,3.804796446834161,0.20686276402509965,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.7609592893668322,0.72734375,3.63671875,0.17236328125,1.0,5.0,0.03361553936683226,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.7609592893668322,0.74013671875,3.70068359375,0.18603515625,1.0,5.0,0.020822570616832237,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.7609592893668322,0.7091796875,3.5458984375,0.16064453125,1.0,5.0,0.05177960186683217,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.7596464899302247,0.7596464899302247,3.7982324496511235,0.209022064468641,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.7596464899302247,0.71787109375,3.58935546875,0.17431640625,1.0,5.0,0.04177539618022463,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,linear,readout,0.0,0.0,0.02,2048,0.7596464899302247,0.73896484375,3.69482421875,0.18505859375,1.0,5.0,0.02068164618022461,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,linear,combined,0.001,0.01,0.02,2048,0.7596464899302247,0.70341796875,3.51708984375,0.1611328125,1.0,5.0,0.0562285211802247,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.7805921034009051,0.7805921034009051,3.9029605170045256,0.23605821042656802,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.7805921034009051,0.73623046875,3.68115234375,0.19677734375,1.0,5.0,0.044361634650905146,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.7805921034009051,0.762890625,3.814453125,0.23046875,1.0,5.0,0.01770147840090508,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.7805921034009051,0.71982421875,3.59912109375,0.181640625,1.0,5.0,0.0607678846509051,110001
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.5588262997213687,0.5588262997213687,2.794131498606843,0.04094384583217217,1.0,5.0,0.0,
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.5588262997213687,0.54462890625,2.72314453125,0.0458984375,1.0,5.0,0.014197393471368613,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,linear,readout,0.0,0.0,0.02,2048,0.5588262997213687,0.558984375,2.794921875,0.04931640625,1.0,5.0,-0.00015807527863131998,001110
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,linear,combined,0.001,0.01,0.02,2048,0.5588262997213687,0.5423828125,2.7119140625,0.046875,1.0,5.0,0.01644348722136868,001110
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.8254471855918053,0.8254471855918053,4.127235927959027,0.3903551157468549,1.0,5.0,0.0,
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.8254471855918053,0.80703125,4.03515625,0.3515625,1.0,5.0,0.01841593559180532,010111
